Finding ID,Source Audit File,Module,Route,Screen,Persona,User Journey,Severity,Original Finding,Root Cause,Fix Decision,Code Files Changed,Test Evidence,Runtime Evidence,Screenshot Path,Status,Notes
CAT-0726,catalyst_p0_p1_static_findings_1000.csv,Chat,,,,,P1,padding: 0 4px;,Ad-hoc padding fragments spacing rhythm and viewport density.,Use canonical spacing tokens/layout primitives.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0727,catalyst_p0_p1_static_findings_1000.csv,Chat,,,,,P1,padding: 32px;,Ad-hoc padding fragments spacing rhythm and viewport density.,Use canonical spacing tokens/layout primitives.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0728,catalyst_p0_p1_static_findings_1000.csv,Chat,,,,,P1,<button,"Native button can bypass canonical Button/IconButton focus, density, disabled, and telemetry behavior.",Use canonical Button/IconButton unless documented exception exists.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0729,catalyst_p0_p1_static_findings_1000.csv,Chat,,,,,P1,<button,"Native button can bypass canonical Button/IconButton focus, density, disabled, and telemetry behavior.",Use canonical Button/IconButton unless documented exception exists.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0730,catalyst_p0_p1_static_findings_1000.csv,Chat,,,,,P1,"<div key={i} className=""c-skel-row"" style={{ padding: '0 24px' }}>",Inline/local style bypasses canonical spacing/typography/density governance.,Move styling into canonical components/tokens or register an exception.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0731,catalyst_p0_p1_static_findings_1000.csv,Chat,,,,,P1,"{lines.map((w, j) => <div key={j} className=""c-skel-line"" style={{ width: w }} />)}",Inline/local style bypasses canonical spacing/typography/density governance.,Move styling into canonical components/tokens or register an exception.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0732,catalyst_p0_p1_static_findings_1000.csv,Chat,,,,,P1,<p style={{ color: 'var(--c-chat-text-subtlest)' }}>,Inline/local style bypasses canonical spacing/typography/density governance.,Move styling into canonical components/tokens or register an exception.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0733,catalyst_p0_p1_static_findings_1000.csv,Chat,,,,,P1,<button,"Native button can bypass canonical Button/IconButton focus, density, disabled, and telemetry behavior.",Use canonical Button/IconButton unless documented exception exists.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0734,catalyst_p0_p1_static_findings_1000.csv,Chat,,,,,P1,padding: 0 24px;,Ad-hoc padding fragments spacing rhythm and viewport density.,Use canonical spacing tokens/layout primitives.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0735,catalyst_p0_p1_static_findings_1000.csv,Chat,,,,,P1,padding: 0 8px;,Ad-hoc padding fragments spacing rhythm and viewport density.,Use canonical spacing tokens/layout primitives.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0736,catalyst_p0_p1_static_findings_1000.csv,Chat,,,,,P1,padding: 24px;,Ad-hoc padding fragments spacing rhythm and viewport density.,Use canonical spacing tokens/layout primitives.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0737,catalyst_p0_p1_static_findings_1000.csv,Chat,,,,,P1,padding: 0 24px;,Ad-hoc padding fragments spacing rhythm and viewport density.,Use canonical spacing tokens/layout primitives.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0738,catalyst_p0_p1_static_findings_1000.csv,Chat,,,,,P1,padding: 0 8px;,Ad-hoc padding fragments spacing rhythm and viewport density.,Use canonical spacing tokens/layout primitives.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0739,catalyst_p0_p1_static_findings_1000.csv,Chat,,,,,P1,padding: 0 24px;,Ad-hoc padding fragments spacing rhythm and viewport density.,Use canonical spacing tokens/layout primitives.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0740,catalyst_p0_p1_static_findings_1000.csv,Chat,,,,,P1,padding: 0 12px;,Ad-hoc padding fragments spacing rhythm and viewport density.,Use canonical spacing tokens/layout primitives.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0741,catalyst_p0_p1_static_findings_1000.csv,Chat,,,,,P1,padding: 8px 0 16px;,Ad-hoc padding fragments spacing rhythm and viewport density.,Use canonical spacing tokens/layout primitives.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0742,catalyst_p0_p1_static_findings_1000.csv,Chat,,,,,P1,padding: 8px 24px;,Ad-hoc padding fragments spacing rhythm and viewport density.,Use canonical spacing tokens/layout primitives.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0743,catalyst_p0_p1_static_findings_1000.csv,Chat,,,,,P1,padding: 8px 24px 4px;,Ad-hoc padding fragments spacing rhythm and viewport density.,Use canonical spacing tokens/layout primitives.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0744,catalyst_p0_p1_static_findings_1000.csv,Chat,,,,,P1,padding: 48px 24px;,Ad-hoc padding fragments spacing rhythm and viewport density.,Use canonical spacing tokens/layout primitives.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0745,catalyst_p0_p1_static_findings_1000.csv,Chat,,,,,P1,"style={{ top, left }}",Inline/local style bypasses canonical spacing/typography/density governance.,Move styling into canonical components/tokens or register an exception.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0746,catalyst_p0_p1_static_findings_1000.csv,Chat,,,,,P1,<input,"Native input can bypass canonical field validation, labels, RTL, density, and accessibility.",Use canonical Textfield/Checkbox/Select/DatePicker wrapper.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0747,catalyst_p0_p1_static_findings_1000.csv,Chat,,,,,P1,<button,"Native button can bypass canonical Button/IconButton focus, density, disabled, and telemetry behavior.",Use canonical Button/IconButton unless documented exception exists.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0748,catalyst_p0_p1_static_findings_1000.csv,Chat,,,,,P1,<button,"Native button can bypass canonical Button/IconButton focus, density, disabled, and telemetry behavior.",Use canonical Button/IconButton unless documented exception exists.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0749,catalyst_p0_p1_static_findings_1000.csv,Chat,,,,,P1,<button,"Native button can bypass canonical Button/IconButton focus, density, disabled, and telemetry behavior.",Use canonical Button/IconButton unless documented exception exists.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0750,catalyst_p0_p1_static_findings_1000.csv,Chat,,,,,P1,<button,"Native button can bypass canonical Button/IconButton focus, density, disabled, and telemetry behavior.",Use canonical Button/IconButton unless documented exception exists.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0751,catalyst_p0_p1_static_findings_1000.csv,Chat,,,,,P1,"style={{ top, left }}",Inline/local style bypasses canonical spacing/typography/density governance.,Move styling into canonical components/tokens or register an exception.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0752,catalyst_p0_p1_static_findings_1000.csv,Chat,,,,,P1,<button,"Native button can bypass canonical Button/IconButton focus, density, disabled, and telemetry behavior.",Use canonical Button/IconButton unless documented exception exists.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0753,catalyst_p0_p1_static_findings_1000.csv,Chat,,,,,P1,<button,"Native button can bypass canonical Button/IconButton focus, density, disabled, and telemetry behavior.",Use canonical Button/IconButton unless documented exception exists.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0754,catalyst_p0_p1_static_findings_1000.csv,Chat,,,,,P1,"<button className=""c-more-menu__item"" role=""menuitem"" onClick={run(onCopyLink)}>","Native button can bypass canonical Button/IconButton focus, density, disabled, and telemetry behavior.",Use canonical Button/IconButton unless documented exception exists.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0755,catalyst_p0_p1_static_findings_1000.csv,Chat,,,,,P1,"<button className=""c-more-menu__item"" role=""menuitem"" onClick={run(onCopyText)}>","Native button can bypass canonical Button/IconButton focus, density, disabled, and telemetry behavior.",Use canonical Button/IconButton unless documented exception exists.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0756,catalyst_p0_p1_static_findings_1000.csv,Chat,,,,,P1,"<button className=""c-more-menu__item"" role=""menuitem"" onClick={run(onMarkUnread)}>","Native button can bypass canonical Button/IconButton focus, density, disabled, and telemetry behavior.",Use canonical Button/IconButton unless documented exception exists.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0757,catalyst_p0_p1_static_findings_1000.csv,Chat,,,,,P1,"<button className=""c-more-menu__item"" role=""menuitem"" onClick={run(onTogglePin)}>","Native button can bypass canonical Button/IconButton focus, density, disabled, and telemetry behavior.",Use canonical Button/IconButton unless documented exception exists.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0758,catalyst_p0_p1_static_findings_1000.csv,Chat,,,,,P1,"<button className=""c-more-menu__item"" role=""menuitem"" onClick={run(onToggleSave)}>","Native button can bypass canonical Button/IconButton focus, density, disabled, and telemetry behavior.",Use canonical Button/IconButton unless documented exception exists.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0759,catalyst_p0_p1_static_findings_1000.csv,Chat,,,,,P1,"<button className=""c-more-menu__item"" role=""menuitem"" onClick={run(onForward)}>","Native button can bypass canonical Button/IconButton focus, density, disabled, and telemetry behavior.",Use canonical Button/IconButton unless documented exception exists.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0760,catalyst_p0_p1_static_findings_1000.csv,Chat,,,,,P1,<button,"Native button can bypass canonical Button/IconButton focus, density, disabled, and telemetry behavior.",Use canonical Button/IconButton unless documented exception exists.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0761,catalyst_p0_p1_static_findings_1000.csv,Chat,,,,,P1,<button,"Native button can bypass canonical Button/IconButton focus, density, disabled, and telemetry behavior.",Use canonical Button/IconButton unless documented exception exists.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0762,catalyst_p0_p1_static_findings_1000.csv,Chat,,,,,P1,"<span aria-hidden=""true"" style={{ fontSize: 'var(--ds-font-size-300)', lineHeight: 1, display: 'flex', alignItems: 'center', fontFamily: 'var(--ds-font-family-body)' }}>✦</span>",Inline/local style bypasses canonical spacing/typography/density governance.,Move styling into canonical components/tokens or register an exception.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0763,catalyst_p0_p1_static_findings_1000.csv,Chat,,,,,P1,<button,"Native button can bypass canonical Button/IconButton focus, density, disabled, and telemetry behavior.",Use canonical Button/IconButton unless documented exception exists.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0764,catalyst_p0_p1_static_findings_1000.csv,Chat,,,,,P1,<button,"Native button can bypass canonical Button/IconButton focus, density, disabled, and telemetry behavior.",Use canonical Button/IconButton unless documented exception exists.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0765,catalyst_p0_p1_static_findings_1000.csv,Chat,,,,,P1,<div ref={moreTriggerRef} style={{ display: 'inline-flex' }}>,Inline/local style bypasses canonical spacing/typography/density governance.,Move styling into canonical components/tokens or register an exception.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0766,catalyst_p0_p1_static_findings_1000.csv,Chat,,,,,P1,"<button className=""c-msg__edit-cancel"" onClick={onCancel}>","Native button can bypass canonical Button/IconButton focus, density, disabled, and telemetry behavior.",Use canonical Button/IconButton unless documented exception exists.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0767,catalyst_p0_p1_static_findings_1000.csv,Chat,,,,,P1,<button,"Native button can bypass canonical Button/IconButton focus, density, disabled, and telemetry behavior.",Use canonical Button/IconButton unless documented exception exists.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0768,catalyst_p0_p1_static_findings_1000.csv,Chat,,,,,P1,"<div key={j} className=""c-skel-line"" style={{ width: w }} />",Inline/local style bypasses canonical spacing/typography/density governance.,Move styling into canonical components/tokens or register an exception.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0769,catalyst_p0_p1_static_findings_1000.csv,Chat,,,,,P1,<button,"Native button can bypass canonical Button/IconButton focus, density, disabled, and telemetry behavior.",Use canonical Button/IconButton unless documented exception exists.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0770,catalyst_p0_p1_static_findings_1000.csv,Chat,,,,,P1,<button,"Native button can bypass canonical Button/IconButton focus, density, disabled, and telemetry behavior.",Use canonical Button/IconButton unless documented exception exists.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0771,catalyst_p0_p1_static_findings_1000.csv,Chat,,,,,P1,<button,"Native button can bypass canonical Button/IconButton focus, density, disabled, and telemetry behavior.",Use canonical Button/IconButton unless documented exception exists.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0772,catalyst_p0_p1_static_findings_1000.csv,Chat,,,,,P1,<button,"Native button can bypass canonical Button/IconButton focus, density, disabled, and telemetry behavior.",Use canonical Button/IconButton unless documented exception exists.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0773,catalyst_p0_p1_static_findings_1000.csv,Chat,,,,,P1,<input,"Native input can bypass canonical field validation, labels, RTL, density, and accessibility.",Use canonical Textfield/Checkbox/Select/DatePicker wrapper.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0774,catalyst_p0_p1_static_findings_1000.csv,Chat,,,,,P1,<button,"Native button can bypass canonical Button/IconButton focus, density, disabled, and telemetry behavior.",Use canonical Button/IconButton unless documented exception exists.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0775,catalyst_p0_p1_static_findings_1000.csv,Chat,,,,,P1,"<div style={{ height: virtualizer.getTotalSize(), position: 'relative' }}>",Inline/local style bypasses canonical spacing/typography/density governance.,Move styling into canonical components/tokens or register an exception.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0776,catalyst_p0_p1_static_findings_1000.csv,Chat,,,,,P1,style={{,Inline/local style bypasses canonical spacing/typography/density governance.,Move styling into canonical components/tokens or register an exception.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0777,catalyst_p0_p1_static_findings_1000.csv,Chat,,,,,P1,"<button className=""c-feed__jump"" onClick={jumpToBottom} aria-label=""Jump to latest messages"">","Native button can bypass canonical Button/IconButton focus, density, disabled, and telemetry behavior.",Use canonical Button/IconButton unless documented exception exists.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0778,catalyst_p0_p1_static_findings_1000.csv,Chat,,,,,P1,"style={{ top, left }}",Inline/local style bypasses canonical spacing/typography/density governance.,Move styling into canonical components/tokens or register an exception.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0779,catalyst_p0_p1_static_findings_1000.csv,Chat,,,,,P1,padding: 0 24px;,Ad-hoc padding fragments spacing rhythm and viewport density.,Use canonical spacing tokens/layout primitives.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0780,catalyst_p0_p1_static_findings_1000.csv,Chat,,,,,P1,padding: 16px 0 8px;,Ad-hoc padding fragments spacing rhythm and viewport density.,Use canonical spacing tokens/layout primitives.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0781,catalyst_p0_p1_static_findings_1000.csv,Project Hub,,,,,P1,/* Placeholder label until the user picks — the dropdown's,Placeholder surface can leak unfinished design into production journeys.,Replace with canonical empty state or remove route/menu exposure.,,,,,Deferred,Staged for Project Hub remediation wave per docs/audits/catalyst-remediation-plan.md wave order.
CAT-0782,catalyst_p0_p1_static_findings_1000.csv,Project Hub,,,,,P1,statuses. Query chain (canonical → legacy → last-resort):,Legacy code/route/copy creates split mental models and old/new surface ambiguity.,Retire or redirect with measurable canonical ownership.,,,,,Deferred,Staged for Project Hub remediation wave per docs/audits/catalyst-remediation-plan.md wave order.
CAT-0783,catalyst_p0_p1_static_findings_1000.csv,Project Hub,,,,,P1,RLS quirks that can silently return empty rows. */,Silent behavior hides user-impacting failure.,Show visible error/retry path and log structured breadcrumb.,,,,,Deferred,Staged for Project Hub remediation wave per docs/audits/catalyst-remediation-plan.md wave order.
CAT-0784,catalyst_p0_p1_static_findings_1000.csv,Project Hub,,,,,P1,"backlog:    { label: 'Backlog',    color: 'var(--cp-ink-3, var(--cp-text-secondary))', bg: 'var(--cp-bg-sunken, var(--cp-bg-sunken))' },",Legacy/custom token usage creates design-system drift from Catalyst/ADS.,Replace with canonical `--ds-*` semantic tokens.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0785,catalyst_p0_p1_static_findings_1000.csv,Project Hub,,,,,P1,"export default function PhasePlaceholderPage({ title, phase, icon: Icon = List, description }: PhasePageProps) {",Placeholder surface can leak unfinished design into production journeys.,Replace with canonical empty state or remove route/menu exposure.,,,,,Deferred,Staged for Project Hub remediation wave per docs/audits/catalyst-remediation-plan.md wave order.
CAT-0786,catalyst_p0_p1_static_findings_1000.csv,Project Hub,,,,,P1,`ph_workflow_template_statuses` — legacy template-based path.,Legacy code/route/copy creates split mental models and old/new surface ambiguity.,Retire or redirect with measurable canonical ownership.,,,,,Deferred,Staged for Project Hub remediation wave per docs/audits/catalyst-remediation-plan.md wave order.
CAT-0787,catalyst_p0_p1_static_findings_1000.csv,Project Hub,,,,,P1,empty (empty would silently skip step 2 or force an unusable,Silent behavior hides user-impacting failure.,Show visible error/retry path and log structured breadcrumb.,,,,,Deferred,Staged for Project Hub remediation wave per docs/audits/catalyst-remediation-plan.md wave order.
CAT-0788,catalyst_p0_p1_static_findings_1000.csv,Project Hub,,,,,P1,"ready:      { label: 'Ready',     color: 'var(--cp-workstream-catalyst-primary)', bg: 'var(--ds-background-information)' },",Legacy/custom token usage creates design-system drift from Catalyst/ADS.,Replace with canonical `--ds-*` semantic tokens.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0789,catalyst_p0_p1_static_findings_1000.csv,Project Hub,,,,,P1,"searchPlaceholder=""Search sprints""",Placeholder surface can leak unfinished design into production journeys.,Replace with canonical empty state or remove route/menu exposure.,,,,,Deferred,Staged for Project Hub remediation wave per docs/audits/catalyst-remediation-plan.md wave order.
CAT-0790,catalyst_p0_p1_static_findings_1000.csv,Project Hub,,,,,P1,"* redirects to /project-hub/:key/allwork (ProjectAllWorkView, Jira-parity).",Redirects can conceal stale links and route drift.,Publish canonical route map and remove stale links.,,,,,Deferred,Staged for Project Hub remediation wave per docs/audits/catalyst-remediation-plan.md wave order.
CAT-0791,catalyst_p0_p1_static_findings_1000.csv,Project Hub,,,,,P1,shown. Previous default (assume valid → skip) let step 2 be silently,Silent behavior hides user-impacting failure.,Show visible error/retry path and log structured breadcrumb.,,,,,Deferred,Staged for Project Hub remediation wave per docs/audits/catalyst-remediation-plan.md wave order.
CAT-0792,catalyst_p0_p1_static_findings_1000.csv,Project Hub,,,,,P1,"in_dev:     { label: 'In Dev',    color: 'var(--cp-workstream-catalyst-primary)', bg: 'var(--ds-background-information)' },",Legacy/custom token usage creates design-system drift from Catalyst/ADS.,Replace with canonical `--ds-*` semantic tokens.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0793,catalyst_p0_p1_static_findings_1000.csv,Project Hub,,,,,P1,"searchPlaceholder=""Search filters""",Placeholder surface can leak unfinished design into production journeys.,Replace with canonical empty state or remove route/menu exposure.,,,,,Deferred,Staged for Project Hub remediation wave per docs/audits/catalyst-remediation-plan.md wave order.
CAT-0794,catalyst_p0_p1_static_findings_1000.csv,Project Hub,,,,,P1,// honest pills). The bucket map survives only for the legacy 3-value,Legacy code/route/copy creates split mental models and old/new surface ambiguity.,Retire or redirect with measurable canonical ownership.,,,,,Deferred,Staged for Project Hub remediation wave per docs/audits/catalyst-remediation-plan.md wave order.
CAT-0795,catalyst_p0_p1_static_findings_1000.csv,Project Hub,,,,,P1,columns. Unknown columns silently fail (Supabase rejects). */,Silent behavior hides user-impacting failure.,Show visible error/retry path and log structured breadcrumb.,,,,,Deferred,Staged for Project Hub remediation wave per docs/audits/catalyst-remediation-plan.md wave order.
CAT-0796,catalyst_p0_p1_static_findings_1000.csv,Project Hub,,,,,P1,"in_qa:      { label: 'In QA',     color: 'var(--cp-warning)', bg: 'var(--ds-background-warning)' },",Legacy/custom token usage creates design-system drift from Catalyst/ADS.,Replace with canonical `--ds-*` semantic tokens.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0797,catalyst_p0_p1_static_findings_1000.csv,Project Hub,,,,,P1,"searchPlaceholder=""Search roadmaps""",Placeholder surface can leak unfinished design into production journeys.,Replace with canonical empty state or remove route/menu exposure.,,,,,Deferred,Staged for Project Hub remediation wave per docs/audits/catalyst-remediation-plan.md wave order.
CAT-0798,catalyst_p0_p1_static_findings_1000.csv,Project Hub,,,,,P1,"* a `<Navigate>` redirect back to the story backlog, which left the URL as",Redirects can conceal stale links and route drift.,Publish canonical route map and remove stale links.,,,,,Deferred,Staged for Project Hub remediation wave per docs/audits/catalyst-remediation-plan.md wave order.
CAT-0799,catalyst_p0_p1_static_findings_1000.csv,Project Hub,,,,,P1,// returning a ph_projects.id (different uuid) would silently fail,Silent behavior hides user-impacting failure.,Show visible error/retry path and log structured breadcrumb.,,,,,Deferred,Staged for Project Hub remediation wave per docs/audits/catalyst-remediation-plan.md wave order.
CAT-0800,catalyst_p0_p1_static_findings_1000.csv,Project Hub,,,,,P1,"in_uat:     { label: 'In UAT',    color: 'var(--cp-warning)', bg: 'var(--ds-background-warning)' },",Legacy/custom token usage creates design-system drift from Catalyst/ADS.,Replace with canonical `--ds-*` semantic tokens.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0801,catalyst_p0_p1_static_findings_1000.csv,Project Hub,,,,,P1,"searchPlaceholder=""Search projects""",Placeholder surface can leak unfinished design into production journeys.,Replace with canonical empty state or remove route/menu exposure.,,,,,Deferred,Staged for Project Hub remediation wave per docs/audits/catalyst-remediation-plan.md wave order.
CAT-0802,catalyst_p0_p1_static_findings_1000.csv,Project Hub,,,,,P1,"* collapses the legacy full-page ""StoryDetailView"" hand-roll onto the",Legacy code/route/copy creates split mental models and old/new surface ambiguity.,Retire or redirect with measurable canonical ownership.,,,,,Deferred,Staged for Project Hub remediation wave per docs/audits/catalyst-remediation-plan.md wave order.
CAT-0803,catalyst_p0_p1_static_findings_1000.csv,Project Hub,,,,,P1,failed projectRow query silently breaks the Create modal's project_id,Silent behavior hides user-impacting failure.,Show visible error/retry path and log structured breadcrumb.,,,,,Deferred,Staged for Project Hub remediation wave per docs/audits/catalyst-remediation-plan.md wave order.
CAT-0804,catalyst_p0_p1_static_findings_1000.csv,Project Hub,,,,,P1,"in_beta:    { label: 'In Beta',   color: 'var(--cp-teal-60)', bg: 'var(--ds-background-success)' },",Legacy/custom token usage creates design-system drift from Catalyst/ADS.,Replace with canonical `--ds-*` semantic tokens.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0805,catalyst_p0_p1_static_findings_1000.csv,Project Hub,,,,,P1,"searchPlaceholder=""Search releases""",Placeholder surface can leak unfinished design into production journeys.,Replace with canonical empty state or remove route/menu exposure.,,,,,Deferred,Staged for Project Hub remediation wave per docs/audits/catalyst-remediation-plan.md wave order.
CAT-0806,catalyst_p0_p1_static_findings_1000.csv,Project Hub,,,,,P1,*     (see StoryDetailView legacy + SubtasksPanel navigation).,Legacy code/route/copy creates split mental models and old/new surface ambiguity.,Retire or redirect with measurable canonical ownership.,,,,,Deferred,Staged for Project Hub remediation wave per docs/audits/catalyst-remediation-plan.md wave order.
CAT-0807,catalyst_p0_p1_static_findings_1000.csv,Project Hub,,,,,P1,and a failed projectsRaw query silently empties the Project filter.,Silent behavior hides user-impacting failure.,Show visible error/retry path and log structured breadcrumb.,,,,,Deferred,Staged for Project Hub remediation wave per docs/audits/catalyst-remediation-plan.md wave order.
CAT-0808,catalyst_p0_p1_static_findings_1000.csv,Project Hub,,,,,P1,"prod_ready: { label: 'Prod Ready',color: 'var(--cp-success)', bg: 'var(--ds-background-success)' },",Legacy/custom token usage creates design-system drift from Catalyst/ADS.,Replace with canonical `--ds-*` semantic tokens.,,,,,Deferred,"Staged for module UI-standardization batch pass (mechanical inline-style/token-migration sweep), not yet scheduled to a slice."
CAT-0809,catalyst_p0_p1_static_findings_1000.csv,Project Hub,,,,,P1,*  legacy value that collapses to 'Everyone'. */,Legacy code/route/copy creates split mental models and old/new surface ambiguity.,Retire or redirect with measurable canonical ownership.,,,,,Deferred,Staged for Project Hub remediation wave per docs/audits/catalyst-remediation-plan.md wave order.
